region,country
Ix-Xewkija,Malta
Ix-Xghajra,Malta
Haz-Zabbar,Malta
Haz-Zebbug,Malta
Iz-Zebbug,Malta
Iz-Zejtun,Malta
Iz-Zurrieq,Malta
Il-Belt Valletta,Malta
Agalega Islands,Mauritius
Savanne,Mauritius
Riviere du Rempart,Mauritius
Port Louis,Mauritius
Plaines Wilhems,Mauritius
Pamplemousses,Mauritius
Moka,Mauritius
Grand Port,Mauritius
Flacq,Mauritius
Black River,Mauritius
Cargados Carajos,Mauritius
Rodrigues,Mauritius
Vaavu Atholhu,Maldives
Thaa Atholhu,Maldives
Shaviyani Atholhu,Maldives
Seenu,Maldives
Raa Atoll,Maldives
Noonu Atoll,Maldives
Gnyaviyani Atoll,Maldives
Meemu Atholhu,Maldives
Lhaviyani Atholhu,Maldives
Laamu,Maldives
Kaafu Atoll,Maldives
Haa Dhaalu Atholhu,Maldives
Haa Alifu Atholhu,Maldives
Gaafu Dhaalu Atholhu,Maldives
Gaafu Alifu Atholhu,Maldives
Faafu Atholhu,Maldives
Dhaalu Atholhu,Maldives
Baa Atholhu,Maldives
Northern Ari Atoll,Maldives
Southern Ari Atoll,Maldives
Southern Region,Malawi
Northern Region,Malawi
Central Region,Malawi
Yucatan,Mexico
Veracruz,Mexico
Tlaxcala,Mexico
Tamaulipas,Mexico
Tabasco,Mexico
Quintana Roo,Mexico
Queretaro,Mexico
Puebla,Mexico
Oaxaca,Mexico
Nuevo Leon,Mexico
Morelos,Mexico
Mexico,Mexico
Hidalgo,Mexico
Guerrero,Mexico
Mexico City,Mexico
Chiapas,Mexico
Campeche,Mexico
Zacatecas,Mexico
Sonora,Mexico
Sinaloa,Mexico
Zeeland,Netherlands
San Luis Potosi,Mexico
Nayarit,Mexico
Michoacan,Mexico
Jalisco,Mexico
Guanajuato,Mexico
Durango,Mexico
Colima,Mexico
Coahuila,Mexico
Chihuahua,Mexico
Baja California Sur,Mexico
Baja California,Mexico
Aguascalientes,Mexico
Melaka,Malaysia
Terengganu,Malaysia
Selangor,Malaysia
Sarawak,Malaysia
Sabah,Malaysia
Perlis,Malaysia
Perak,Malaysia
Pahang,Malaysia
Negeri Sembilan,Malaysia
Kelantan,Malaysia
Kuala Lumpur,Malaysia
Penang,Malaysia
Kedah,Malaysia
Johor,Malaysia
Labuan,Malaysia
Putrajaya,Malaysia
Zambezia,Mozambique
Tete,Mozambique
Sofala,Mozambique
Niassa,Mozambique
Nampula,Mozambique
Maputo,Mozambique
Manica,Mozambique
Inhambane,Mozambique
Gaza,Mozambique
Cabo Delgado,Mozambique
Maputo City,Mozambique
Zambezi,Namibia
Khomas,Namibia
Erongo,Namibia
Hardap,Namibia
Karas,Namibia
Kunene,Namibia
Ohangwena,Namibia
Omaheke,Namibia
Omusati,Namibia
Oshana,Namibia
Oshikoto,Namibia
Otjozondjupa,Namibia
Kavango East,Namibia
Kavango West,Namibia
South Province,New Caledonia
North Province,New Caledonia
Loyalty Islands,New Caledonia
Zinder,Niger
Tahoua,Niger
Maradi,Niger
Dosso,Niger
Diffa,Niger
Agadez,Niger
Tillaberi,Niger
Niamey,Niger
Sokoto,Nigeria
Rivers,Nigeria
Plateau,Nigeria
Oyo,Nigeria
Ondo,Nigeria
Ogun,Nigeria
Niger,Nigeria
Lagos,Nigeria
Kwara,Nigeria
Katsina,Nigeria
Kano,Nigeria
Kaduna,Nigeria
Imo,Nigeria
Cross River,Nigeria
Borno,Nigeria
Benue,Nigeria
Bauchi,Nigeria
Anambra,Nigeria
Akwa Ibom,Nigeria
Abuja Federal Capital Territory,Nigeria
Abia,Nigeria
Delta,Nigeria
Adamawa,Nigeria
Edo,Nigeria
Enugu,Nigeria
Jigawa,Nigeria
Bayelsa,Nigeria
Ebonyi,Nigeria
Ekiti,Nigeria
Gombe,Nigeria
Nassarawa,Nigeria
Zamfara,Nigeria
Kebbi,Nigeria
Kogi,Nigeria
Osun,Nigeria
Taraba,Nigeria
Yobe,Nigeria
Rivas,Nicaragua
Rio San Juan,Nicaragua
Nueva Segovia,Nicaragua
Matagalpa,Nicaragua
Masaya,Nicaragua
Managua,Nicaragua
Madriz,Nicaragua
Leon,Nicaragua
Jinotega,Nicaragua
Granada,Nicaragua
Esteli,Nicaragua
Chontales,Nicaragua
Chinandega,Nicaragua
Carazo,Nicaragua
Boaco,Nicaragua
Atlantico Norte (RAAN),Nicaragua
Atlantico Sur,Nicaragua
South Holland,Netherlands
Utrecht,Netherlands
Overijssel,Netherlands
North Holland,Netherlands
North Brabant,Netherlands
Limburg,Netherlands
Groningen,Netherlands
Gelderland,Netherlands
Friesland,Netherlands
Drenthe,Netherlands
Flevoland,Netherlands
Finnmark Fylke,Norway
Vestfold,Norway
Vest-Agder,Norway
Troms,Norway
Telemark,Norway
Sor-Trondelag,Norway
Sogn og Fjordane,Norway
Rogaland,Norway
Ostfold,Norway
Oslo,Norway
Oppland,Norway
Nord-Trondelag,Norway
Nordland,Norway
More og Romsdal,Norway
Hordaland,Norway
Hedmark,Norway
Buskerud,Norway
Aust-Agder,Norway
Akershus,Norway
Far Western,Nepal
Mid Western,Nepal
Central Region,Nepal
Eastern Region,Nepal
Western Region,Nepal
Yaren,Nauru
Uaboe,Nauru
Nibok,Nauru
Meneng,Nauru
Ijuw,Nauru
Ewa,Nauru
Denigomodu,Nauru
Buada,Nauru
Boe,Nauru
Baiti,Nauru
Anibare,Nauru
Anetan,Nauru
Anabar,Nauru
Aiwo,Nauru
Wellington,New Zealand
Manawatu-Wanganui,New Zealand
Waikato,New Zealand
Tasman,New Zealand
Taranaki,New Zealand
Southland,New Zealand
Bay of Plenty,New Zealand
Northland,New Zealand
Marlborough,New Zealand
Hawke's Bay,New Zealand
Gisborne,New Zealand
Canterbury,New Zealand
Auckland,New Zealand
Chatham Islands,New Zealand
Nelson,New Zealand
Otago,New Zealand
West Coast,New Zealand
Muhafazat ad Dakhiliyah,Oman
Al Batinah,Oman
Al Wusta,Oman
Ash Sharqiyah,Oman
Az Zahirah,Oman
Muhafazat Masqat,Oman
Musandam,Oman
Zufar,Oman
Al Buraimi,Oman
Ash Sharqiyah,Oman
Al Batinah,Oman
Veraguas,Panama
Guna Yala,Panama
Panama,Panama
Los Santos,Panama
Herrera,Panama
Darien,Panama
Colon,Panama
Cocle,Panama
Chiriqui,Panama
Bocas del Toro,Panama
Embera,Panama
Ngoebe-Bugle,Panama
Ucayali,Peru
Tumbes,Peru
San Martin,Peru
Piura,Peru
Loreto,Peru
Lambayeque,Peru
La Libertad,Peru
Huanuco,Peru
Cajamarca,Peru
Ancash,Peru
Amazonas,Peru
Tacna,Peru
Puno,Peru
Pasco,Peru
Moquegua,Peru
Madre de Dios,Peru
Lima,Peru
Lima,Peru
Junin,Peru
Ica,Peru
Huancavelica,Peru
Cusco,Peru
Callao,Peru
Ayacucho,Peru
Arequipa,Peru
Apurimac,Peru
Iles Marquises,French Polynesia
Iles Tuamotu-Gambier,French Polynesia
Leeward Islands,French Polynesia
Iles du Vent,French Polynesia
Iles Australes,French Polynesia
West New Britain,Papua New Guinea
Western Province,Papua New Guinea
Western Highlands,Papua New Guinea
Southern Highlands,Papua New Guinea
Sandaun,Papua New Guinea
Bougainville,Papua New Guinea
Northern Province,Papua New Guinea
New Ireland,Papua New Guinea
National Capital,Papua New Guinea
Morobe,Papua New Guinea
Manus,Papua New Guinea
Madang,Papua New Guinea
Gulf,Papua New Guinea
Enga,Papua New Guinea
East Sepik,Papua New Guinea
East New Britain,Papua New Guinea
Eastern Highlands,Papua New Guinea
Chimbu,Papua New Guinea
Milne Bay,Papua New Guinea
Central Province,Papua New Guinea
Hela,Papua New Guinea
Jiwaka,Papua New Guinea
Autonomous Region in Muslim Mindanao,Philippines
Northern Mindanao,Philippines
Mimaropa,Philippines
Cagayan Valley,Philippines
Soccsksargen,Philippines
Caraga,Philippines
Cordillera,Philippines
Ilocos,Philippines
Calabarzon,Philippines
Western Visayas,Philippines
Central Luzon,Philippines
Central Visayas,Philippines
Eastern Visayas,Philippines
Zamboanga Peninsula,Philippines
Davao,Philippines
Bicol,Philippines
Metro Manila,Philippines
Islamabad,Pakistan
Sindh,Pakistan
Punjab,Pakistan
Khyber Pakhtunkhwa,Pakistan
Gilgit-Baltistan,Pakistan
Federally Administered Tribal Areas,Pakistan
Balochistan,Pakistan
Azad Kashmir,Pakistan
Lublin Voivodeship,Poland
Lesser Poland Voivodeship,Poland
Coimbra,Portugal
Masovian Voivodeship,Poland
Subcarpathian Voivodeship,Poland
Podlasie,Poland
Swietokrzyskie,Poland
Warmian-Masurian Voivodeship,Poland
Lower Silesian Voivodeship,Poland
Lodz Voivodeship,Poland
Lubusz,Poland
Opole Voivodeship,Poland
Pomeranian Voivodeship,Poland
Silesian Voivodeship,Poland
Greater Poland Voivodeship,Poland
West Pomeranian Voivodeship,Poland
Kujawsko-Pomorskie,Poland
Saint-Pierre,Saint Pierre and Miquelon
Miquelon-Langlade,Saint Pierre and Miquelon
Adjuntas,Puerto Rico
Aguada,Puerto Rico
Aguadilla,Puerto Rico
Aguas Buenas,Puerto Rico
Aibonito,Puerto Rico
Anasco,Puerto Rico
Arecibo,Puerto Rico
Arroyo,Puerto Rico
Barceloneta,Puerto Rico
Barranquitas,Puerto Rico
Bayamon,Puerto Rico
Cabo Rojo,Puerto Rico
Caguas,Puerto Rico
Camuy,Puerto Rico
Canovanas,Puerto Rico
Carolina,Puerto Rico
Catano,Puerto Rico
Cayey,Puerto Rico
Ceiba,Puerto Rico
Ciales,Puerto Rico
Cidra,Puerto Rico
Coamo,Puerto Rico
Comerio,Puerto Rico
Corozal,Puerto Rico
Culebra,Puerto Rico
Dorado,Puerto Rico
Fajardo,Puerto Rico
Florida,Puerto Rico
Guanica,Puerto Rico
Guayama,Puerto Rico
Guayanilla,Puerto Rico
Guaynabo,Puerto Rico
Gurabo,Puerto Rico
Hatillo,Puerto Rico
Hormigueros,Puerto Rico
Humacao,Puerto Rico
Isabela,Puerto Rico
Municipio de Jayuya,Puerto Rico
Juana Diaz,Puerto Rico
Municipio de Juncos,Puerto Rico
Lajas,Puerto Rico
Lares,Puerto Rico
Las Marias,Puerto Rico
Las Piedras,Puerto Rico
Loiza,Puerto Rico
Luquillo,Puerto Rico
Manati,Puerto Rico
Maricao,Puerto Rico
Maunabo,Puerto Rico
Mayaguez,Puerto Rico
Moca,Puerto Rico
Morovis,Puerto Rico
Naguabo,Puerto Rico
Naranjito,Puerto Rico
Orocovis,Puerto Rico
Patillas,Puerto Rico
Penuelas,Puerto Rico
Ponce,Puerto Rico
Rincon,Puerto Rico
Quebradillas,Puerto Rico
Rio Grande,Puerto Rico
Sabana Grande,Puerto Rico
Salinas,Puerto Rico
San German,Puerto Rico
San Juan,Puerto Rico
San Lorenzo,Puerto Rico
San Sebastian,Puerto Rico
Santa Isabel Municipio,Puerto Rico
Toa Alta,Puerto Rico
Toa Baja,Puerto Rico
Trujillo Alto,Puerto Rico
Utuado,Puerto Rico
Vega Alta,Puerto Rico
Vega Baja,Puerto Rico
Villalba,Puerto Rico
Yabucoa,Puerto Rico
Yauco,Puerto Rico
Vieques Municipality,Puerto Rico
Gaza Strip,Palestinian Territory
West Bank,Palestinian Territory
Setubal,Portugal
Santarem,Portugal
Portalegre,Portugal
Lisbon,Portugal
Leiria,Portugal
Faro,Portugal
Evora,Portugal
Castelo Branco,Portugal
Beja,Portugal
Madeira,Portugal
Viseu,Portugal
Vila Real,Portugal
Viana do Castelo,Portugal
Porto,Portugal
Guarda,Portugal
Braganca,Portugal
Braga,Portugal
Aveiro,Portugal
Azores,Portugal
Ngatpang,Palau
Sonsorol,Palau
Kayangel,Palau
Hatohobei,Palau
Aimeliik,Palau
Airai,Palau
Angaur,Palau
Koror,Palau
Melekeok,Palau
Ngaraard,Palau
Ngchesar,Palau
Ngarchelong,Palau
Ngardmau,Palau
Ngaremlengui,Palau
Ngiwal,Palau
Peleliu,Palau
San Pedro,Paraguay
Presidente Hayes,Paraguay
Paraguari,Paraguay
Neembucu,Paraguay
Misiones,Paraguay
Itapua,Paraguay
Guaira,Paraguay
Cordillera,Paraguay
Concepcion,Paraguay
Central,Paraguay
Canindeyu,Paraguay
Caazapa,Paraguay
Caaguazu,Paraguay
Amambay,Paraguay
Alto Parana,Paraguay
Alto Paraguay,Paraguay
Asuncion,Paraguay
Boqueron,Paraguay
Madinat ash Shamal,Qatar
Al Khawr,Qatar
Baladiyat Umm Salal,Qatar
Baladiyat ar Rayyan,Qatar
Baladiyat ad Dawhah,Qatar
Al Wakrah,Qatar
Baladiyat az Za`ayin,Qatar
Reunion,Reunion
Vrancea,Romania
Valcea,Romania
Vaslui,Romania
Tulcea,Romania
Timis,Romania
Teleorman,Romania
Suceava,Romania
Sibiu,Romania
Satu Mare,Romania
Salaj,Romania
Prahova,Romania
Olt,Romania
Neamt,Romania
Mures,Romania
Mehedinti,Romania
Maramures,Romania
Iasi,Romania
Ialomita,Romania
Hunedoara,Romania
Harghita,Romania
Gorj,Romania
Giurgiu,Romania
Galati,Romania
Dolj,Romania
Dambovita,Romania
Covasna,Romania
Constanta,Romania
Cluj,Romania
Caras-Severin,Romania
Calarasi,Romania
Buzau,Romania
Bucuresti,Romania
Brasov,Romania
Braila,Romania
Botosani,Romania
Bistrita-Nasaud,Romania
Bihor,Romania
Bacau,Romania
Arges,Romania
Arad,Romania
Alba,Romania
Ilfov,Romania
Vojvodina,Serbia
Central Serbia,Serbia
Jaroslavl,Russia
Voronezj,Russia
Vologda,Russia
Volgograd,Russia
Ulyanovsk,Russia
Udmurtiya,Russia
Tverskaya,Russia
Tula,Russia
Tatarstan,Russia
Tambov,Russia
Stavropol'skiy,Russia
Smolensk,Russia
Saratov,Russia
Samara,Russia
Rjazan,Russia
Rostov,Russia
Pskov,Russia
Perm,Russia
Penza,Russia
Orjol,Russia
Orenburg,Russia
Novgorod,Russia
North Ossetia,Russia
Nenetskiy Avtonomnyy Okrug,Russia
Murmansk,Russia
Moscow,Russia
MO,Russia
Mordoviya,Russia
Mariy-El,Russia
Lipetsk,Russia
Leningrad,Russia
St.-Petersburg,Russia
Kursk,Russia
Krasnodarskiy,Russia
Kostroma,Russia
Komi Republic,Russia
Kirov,Russia
Republic of Karelia,Russia
Karachayevo-Cherkesiya,Russia
Kaluga,Russia
Kalmykiya,Russia
Kaliningrad,Russia
Kabardino-Balkariya,Russia
Ivanovo,Russia
Ingushetiya,Russia
Nizjnij Novgorod,Russia
Dagestan,Russia
Chuvashia,Russia
Chechnya,Russia
Brjansk,Russia
Belgorod,Russia
Bashkortostan,Russia
Astrakhan,Russia
Arkhangelskaya,Russia
Adygeya,Russia
Vladimir,Russia
Yamalo-Nenetskiy Avtonomnyy Okrug,Russia
Tjumen,Russia
Tyva,Russia
Tomsk,Russia
Sverdlovsk,Russia
Omsk,Russia
Novosibirsk,Russia
Kurgan,Russia
Krasnoyarskiy,Russia
Khanty-Mansiyskiy Avtonomnyy Okrug,Russia
Khakasiya,Russia
Kemerovo,Russia
Altay,Russia
Chelyabinsk,Russia
Altai Krai,Russia
Sakha,Russia
Primorskiy,Russia
Khabarovsk Krai,Russia
Irkutsk,Russia
Jewish Autonomous Oblast,Russia
Amur,Russia
Respublika Buryatiya,Russia
Sakhalin,Russia
Magadan,Russia
Kamtsjatka,Russia
Chukotskiy Avtonomnyy Okrug,Russia
Transbaikal Territory,Russia
Eastern Province,Rwanda
Kigali,Rwanda
Northern Province,Rwanda
Western Province,Rwanda
Southern Province,Rwanda
Mintaqat Tabuk,Saudi Arabia
Najran,Saudi Arabia
Makkah,Saudi Arabia
Jizan,Saudi Arabia
Mintaqat Ha'il,Saudi Arabia
Mintaqat `Asir,Saudi Arabia
Eastern Province,Saudi Arabia
Ar Riyad,Saudi Arabia
Al-Qassim,Saudi Arabia
Al Madinah al Munawwarah,Saudi Arabia
Al Jawf,Saudi Arabia
Northern Borders,Saudi Arabia
Mintaqat al Bahah,Saudi Arabia
Western Province,Solomon Islands
Malaita,Solomon Islands
Isabel,Solomon Islands
Guadalcanal,Solomon Islands
Central Province,Solomon Islands
Temotu,Solomon Islands
Makira,Solomon Islands
Choiseul,Solomon Islands
Rennell and Bellona,Solomon Islands
Honiara,Solomon Islands
Takamaka,Seychelles
Saint Louis,Seychelles
Port Glaud,Seychelles
Pointe Larue,Seychelles
Plaisance,Seychelles
Mont Fleuri,Seychelles
Mont Buxton,Seychelles
English River,Seychelles
Inner Islands,Seychelles
Grand Anse Mahe,Seychelles
Grand Anse Praslin,Seychelles
Glacis,Seychelles
Cascade,Seychelles
Bel Ombre,Seychelles
Bel Air,Seychelles
Beau Vallon,Seychelles
Baie Sainte Anne,Seychelles
Baie Lazare,Seychelles
Anse Royale,Seychelles
Anse Etoile,Seychelles
Anse Boileau,Seychelles
Anse-aux-Pins,Seychelles
Les Mamelles,Seychelles
Roche Caiman,Seychelles
Au Cap,Seychelles
Northern State,Sudan
Khartoum,Sudan
Red Sea,Sudan
Al Jazirah,Sudan
Al Qadarif,Sudan
White Nile,Sudan
Blue Nile,Sudan
Western Darfur,Sudan
West Kordofan State,Sudan
Southern Darfur,Sudan
Southern Kordofan,Sudan
Kassala,Sudan
River Nile,Sudan
Northern Darfur,Sudan
Shamal Kurdufan,Sudan
Sinnar,Sudan
Eastern Darfur,Sudan
Central Darfur,Sudan
Norrbotten,Sweden
Vaestmanland,Sweden
Vaesternorrland,Sweden
Vaesterbotten,Sweden
Vaermland,Sweden
Uppsala,Sweden
Stockholm,Sweden
Soedermanland,Sweden
OEstergoetland,Sweden
OErebro,Sweden
Kronoberg,Sweden
Dalarna,Sweden
Kalmar,Sweden
Joenkoeping,Sweden
Jaemtland,Sweden
Halland,Sweden
Gotland,Sweden
Gaevleborg,Sweden
Blekinge,Sweden
Skane,Sweden
Vaestra Goetaland,Sweden
Central Singapore,Singapore
North East,Singapore
South East,Singapore
South West,Singapore
North West,Singapore
Ascension,Saint Helena
Tristan da Cunha,Saint Helena
Saint Helena,Saint Helena
Zalec,Slovenia
Zagorje ob Savi,Slovenia
Vrhnika,Slovenia
Trzic,Slovenia
Trebnje,Slovenia
Trbovlje,Slovenia
Tolmin,Slovenia
Velenje,Slovenia
Smarje pri Jelsah,Slovenia
Slovenska Konjice,Slovenia
Slovenska Bistrica,Slovenia
Slovenj Gradec,Slovenia
Skofja Loka,Slovenia
Sezana,Slovenia
Sevnica,Slovenia
Sentjur pri Celju,Slovenia
Ribnica,Slovenia
Radovljica,Slovenia
Radlje ob Dravi,Slovenia
Ptuj,Slovenia
Postojna,Slovenia
Piran-Pirano,Slovenia
Ormoz,Slovenia
Novo Mesto,Slovenia
Nova Gorica,Slovenia
Murska Sobota,Slovenia
Mozirje,Slovenia
Metlika,Slovenia
Maribor,Slovenia
Logatec,Slovenia
Ljutomer,Slovenia
Litija,Slovenia
Lenart,Slovenia
Lasko,Slovenia
Krsko,Slovenia
Kranj,Slovenia
Koper-Capodistria,Slovenia
Kocevje,Slovenia
Kamnik,Slovenia
Jesenice,Slovenia
Izola-Isola,Slovenia
Ilirska Bistrica,Slovenia
Idrija,Slovenia
Hrastnik,Slovenia
Grosuplje,Slovenia
Gornja Radgona,Slovenia
Dravograd,Slovenia
Domzale,Slovenia
Crnomelj,Slovenia
Cerknica,Slovenia
Celje,Slovenia
Brezice,Slovenia
Ajdovscina,Slovenia
Hrpelje-Kozina,Slovenia
Divaca,Slovenia
Pivka,Slovenia
Loska Dolina,Slovenia
Loski Potok,Slovenia
Osilnica,Slovenia
Velike Lasce,Slovenia
Skofljica,Slovenia
Ig,Slovenia
Brezovica,Slovenia
Borovnica,Slovenia
Vipava,Slovenia
Komen,Slovenia
Miren-Kostanjevica,Slovenia
Brda,Slovenia
Kanal,Slovenia
Ziri,Slovenia
Cerkno,Slovenia
Zelezniki,Slovenia
Gorenja Vas-Poljane,Slovenia
Dobrova-Horjul-Polhov Gradec,Slovenia
Kobarid,Slovenia
Bovec,Slovenia
Bohinj,Slovenia
Bled,Slovenia
Naklo,Slovenia
Kranjska Gora,Slovenia
Preddvor,Slovenia
Cerklje na Gorenjskem,Slovenia
Sencur,Slovenia
Vodice,Slovenia
Medvode,Slovenia
Menges,Slovenia
Dol pri Ljubljani,Slovenia
Moravce,Slovenia
Gornji Grad,Slovenia
Luce,Slovenia
Ravne na Koroskem,Slovenia
Mezica,Slovenia
Muta,Slovenia
Vuzenica,Slovenia
Crna na Koroskem,Slovenia
Ljubno,Slovenia
Sostanj,Slovenia
Smartno ob Paki,Slovenia
Lukovica,Slovenia
Radece,Slovenia
Ivancna Gorica,Slovenia
Dobrepolje,Slovenia
Semic,Slovenia
Sentjernej,Slovenia
Skocjan,Slovenia
Store,Slovenia
Vojnik,Slovenia
Vitanje,Slovenia
Zrece,Slovenia
Mislinja,Slovenia
Ruse,Slovenia
Kungota,Slovenia
Sentilj,Slovenia
Pesnica,Slovenia
Duplek,Slovenia
Race-Fram,Slovenia
Starse,Slovenia
Kidricevo,Slovenia
Majsperk,Slovenia
Videm,Slovenia
Rogaska Slatina,Slovenia
Rogatec,Slovenia
Podcetrtek,Slovenia
Kozje,Slovenia
Gorisnica,Slovenia
Zavrc,Slovenia
Dornava,Slovenia
Jursinci,Slovenia
Sveti Jurij,Slovenia
Radenci,Slovenia
Puconci,Slovenia
Rogasovci,Slovenia
Kuzma,Slovenia
Gornji Petrovci,Slovenia
Moravske Toplice,Slovenia
Kobilje,Slovenia
Beltinci,Slovenia
Turnisce,Slovenia
Odranci,Slovenia
Crensovci,Slovenia
Nazarje,Slovenia
Ljubljana,Slovenia
Zirovnica,Slovenia
Jezersko,Slovenia
Solcava,Slovenia
Komenda,Slovenia
Horjul,Slovenia
Sempeter-Vrtojba,Slovenia
Bloke,Slovenia
Sodrazica,Slovenia
Trzin,Slovenia
Prevalje,Slovenia
Vransko,Slovenia
Tabor,Slovenia
Braslovce,Slovenia
Polzela,Slovenia
Prebold,Slovenia
Kostel,Slovenia
Zuzemberk,Slovenia
Dolenjske Toplice,Slovenia
Mirna Pec,Slovenia
Bistrica ob Sotli,Slovenia
Dobje,Slovenia
Dobrna,Slovenia
Oplotnica,Slovenia
Podvelka,Slovenia
Ribnica na Pohorju,Slovenia
Lovrenc na Pohorju,Slovenia
Selnica ob Dravi,Slovenia
Hoce-Slivnica,Slovenia
Miklavz na Dravskem Polju,Slovenia
Hajdina,Slovenia
Zetale,Slovenia
Podlehnik,Slovenia
Markovci,Slovenia
Destrnik,Slovenia
Trnovska Vas,Slovenia
Sveti Andraz v Slovenskih Goricah,Slovenia
Cerkvenjak,Slovenia
Benedikt,Slovenia
Sveta Ana,Slovenia
Krizevci,Slovenia
Verzej,Slovenia
Velika Polana,Slovenia
Lendava-Lendva,Slovenia
Dobrovnik-Dobronak,Slovenia
Tisina,Slovenia
Cankova,Slovenia
Grad,Slovenia
Hodos-Hodos,Slovenia
Razkrizje,Slovenia
Smartno pri Litiji,Slovenia
Salovci,Slovenia
Apace,Slovenia
Cirkulane,Slovenia
Kostanjevica na Krki,Slovenia
Log-Dragomer,Slovenia
Makole,Slovenia
Mokronog-Trebelno,Slovenia
Poljcane,Slovenia
Recica ob Savinji,Slovenia
Rence-Vogrsko,Slovenia
Sredisce ob Dravi,Slovenia
Straza,Slovenia
Latakia,Syria
Sveta Trojica v Slovenskih Goricah,Slovenia
Sveti Tomaz,Slovenia
Sentrupert,Slovenia
Smarjeske Toplice,Slovenia
Sveti Jurij v Slovenskih Goricah,Slovenia
Gorje,Slovenia
Jan Mayen,Svalbard and Jan Mayen
Svalbard,Svalbard and Jan Mayen
Kosicky,Slovakia
Presovsky,Slovakia
Zilinsky,Slovakia
Banskobystricky,Slovakia
Bratislavsky,Slovakia
Nitriansky,Slovakia
Trenciansky,Slovakia
Trnavsky,Slovakia
Western Area,Sierra Leone
Southern Province,Sierra Leone
Northern Province,Sierra Leone
Eastern Province,Sierra Leone
Serravalle,San Marino
Chiesanuova,San Marino
San Marino,San Marino
Acquaviva,San Marino
Borgo Maggiore,San Marino
Domagnano,San Marino
Faetano,San Marino
Fiorentino,San Marino
Montegiardino,San Marino
Ziguinchor,Senegal
Thies,Senegal
Tambacounda,Senegal
Saint-Louis,Senegal
Matam,Senegal
Louga,Senegal
Kolda,Senegal
Kaolack,Senegal
Fatick,Senegal
Diourbel,Senegal
Dakar,Senegal
Kaffrine,Senegal
Kedougou,Senegal
Sedhiou,Senegal
Woqooyi Galbeed,Somalia
Togdheer,Somalia
Lower Shabeelle,Somalia
Middle Shabele,Somalia
Sanaag,Somalia
Nugaal,Somalia
Mudug,Somalia
Lower Juba,Somalia
Middle Juba,Somalia
Hiiraan,Somalia
Gedo,Somalia
Galguduud,Somalia
Bay,Somalia
Bari,Somalia
Banaadir,Somalia
Bakool,Somalia
Awdal,Somalia
Sool,Somalia
Wanica,Suriname
Sipaliwini,Suriname
Saramacca,Suriname
Paramaribo,Suriname
Para,Suriname
Nickerie,Suriname
Marowijne,Suriname
Coronie,Suriname
Commewijne,Suriname
Brokopondo,Suriname
Upper Nile,South Sudan
Lakes,South Sudan
Unity,South Sudan
Central Equatoria,South Sudan
Western Equatoria,South Sudan
Western Bahr al Ghazal,South Sudan
Jonglei,South Sudan
Northern Bahr al Ghazal,South Sudan
Eastern Equatoria,South Sudan
Warrap,South Sudan
Sao Tome Island,Sao Tome and Principe
Principe,Sao Tome and Principe
Usulutan,El Salvador
Sonsonate,El Salvador
San Vicente,El Salvador
Santa Ana,El Salvador
San Salvador,El Salvador
San Miguel,El Salvador
Morazan,El Salvador
La Union,El Salvador
La Paz,El Salvador
La Libertad,El Salvador
Cuscatlan,El Salvador
Chalatenango,El Salvador
Cabanas,El Salvador
Ahuachapan,El Salvador
Tartus,Syria
Dimashq,Syria
Idlib,Syria
Homs,Syria
Hama,Syria
Aleppo,Syria
Rif-dimashq,Syria
Deir ez-Zor,Syria
Daraa,Syria
As-Suwayda,Syria
Ar-Raqqah,Syria
Quneitra,Syria
Al-Hasakah,Syria
Shiselweni,Swaziland
Manzini,Swaziland
Lubombo,Swaziland
Hhohho,Swaziland
Salamat,Chad
Ouaddai,Chad
Biltine,Chad
Tandjile,Chad
Moyen-Chari,Chad
Mayo-Kebbi Est,Chad
Logone Oriental,Chad
Logone Occidental,Chad
Lac,Chad
Kanem,Chad
Guera,Chad
Chari-Baguirmi,Chad
Batha,Chad
Borkou,Chad
Hadjer-Lamis,Chad
Mandoul,Chad
Mayo-Kebbi Ouest,Chad
Region de la Ville de N'Djamena,Chad
Barh el Gazel,Chad
Sila,Chad
Tibesti,Chad
Ennedi-Ouest,Chad
Ennedi-Est,Chad
Crozet,French Southern Territories
Kerguelen,French Southern Territories
Saint-Paul-et-Amsterdam,French Southern Territories
Iles Eparses,French Southern Territories
Terre-Adelie,French Southern Territories
Savanes,Togo
Plateaux,Togo
Maritime,Togo
Centrale,Togo
Kara,Togo
Uthai Thani,Thailand
Trang,Thailand
Tak,Thailand
Surat Thani,Thailand
Sukhothai,Thailand
Ratchaburi,Thailand
Ranong,Thailand
Prachuap Khiri Khan,Thailand
Phuket,Thailand
Phetchaburi,Thailand
Phangnga,Thailand
Mae Hong Son,Thailand
Lamphun,Thailand
Lampang,Thailand
Krabi,Thailand
Kanchanaburi,Thailand
Kamphaeng Phet,Thailand
Chumphon,Thailand
Chiang Rai,Thailand
Chiang Mai,Thailand
Yasothon,Thailand
Yala,Thailand
Uttaradit,Thailand
Trat,Thailand
Surin,Thailand
Suphan Buri,Thailand
Songkhla,Thailand
Sisaket,Thailand
Sing Buri,Thailand
Satun,Thailand
Sara Buri,Thailand
Samut Songkhram,Thailand
Samut Sakhon,Thailand
Samut Prakan,Thailand
Sakon Nakhon,Thailand
Roi Et,Thailand
